id,location,longtitude,latitude,route,area
861098794017844,Sun_Dali_агентство_путешествий,54.18842,37.613,проспект Ленина,Центральный район
1617651921865206,Кофейня_Кофе_и_Люди,54.18908,37.61166,улица Каминского,Советский район
14738053,Freshcafe,54.1938472186,37.6123999871,улица Советская,Центральный район
1795455184056014,Эклер,54.19094,37.62186,улица Советская,Центральный район
499106548,Оленино_3_СНТ,54.1964738951,37.6046408904,Красноармейский проспект,Советский район
154942338297269,Артрум_Хвощ,54.18342,37.6057,проспект Ленина,Советский район
7699885,Библиотека,54.17367,37.597,проспект Ленина,Центральный район
1388787687857727,Кофе_Культ_Ликёрка,54.17542,37.59886,проспект Ленина,Центральный район
415240934,Парк_им_250_летия_Тоз,54.17661545,37.6141202,улица Тимирязева,Центральный район
1024070826,ТутБатут,54.17207,37.60248,проспект Ленина,Центральный район
1854877011204287,Раковарня_Ивана_Раковара,54.19123,37.59561,улица Демонстрации,Советский район
259632751059380,Выставочный_Зал,54.19794,37.60066,Красноармейский проспект,Советский район
739595432884923,Шумoff_Тула,54.1978722398,37.6385271549,улица Степанова,Пролетарский район
1021727696,Oldboy,54.176208464,37.599932529,проспект Ленина,Центральный район
1022018713,Hookah_Place,54.1830104,37.6065534,проспект Ленина,Центральный район
710447371,ГТРК_Тула,54.19161,37.62498,улица Староникитская,Центральный район
1053664108072166,Спортивно_стрелковый_Клуб_Динамо_г_Тула,54.17667,37.60826,проезд Тимирязева,Центральный район
945151134,Лисья_Нора,54.18292,37.60085,улица Первомайская,Советский район
1024243865,Банкетный_зал_этажи_Тула,54.1993,37.63905,улица Чапаева,Пролетарский район
142492993219935,Geek_Chik_Chik,54.18915,37.60971,улица Ф. Энгельса,Советский район
677285321,Тула_Велотрек,54.17480292,37.6005278,проспект Ленина,Центральный район
277397709379641,Соль,54.18842,37.613,проспект Ленина,Центральный район
507286764,Клиника_В_Н_Комаровой,54.19044377,37.58304567,улица Демонстрации,Привокзальный район
96983980,Savatdi_Spa,54.1946726013,37.6135894005,улица Революции,Центральный район
513528135,Дом,54.1854153792,37.5679738212,улица Серебровская,Привокзальный район
501703803,Holding_Ingate,54.19009,37.61873,улица Жуковского,Центральный район
116743885,Баритон,54.199863435,37.5851630804,улица Федора Смирнова,Советский район
427455297623736,BARY_на_Первомайской,54.18508,37.59493,улица Первомайская,Советский район
2183032335241685,Ресторан_Сударь,54.206074469,37.6162862778,Демидовская улица,Зареченский район
1016247151893499,Budapest_tula,54.1951859226,37.6109862328,Красноармейский проспект,Советский район
116280408418633,Тульский_педагогический_колледж_1,54.18605,37.6268699,улица Староникитская,Центральный район
1993153,ПивБанк,54.19719,37.5957099,Красноармейский проспект,Советский район
287144738392285,Demidova_Lashes,54.19736,37.59362,Красноармейский проспект,Советский район
9213025,Фрау_Марта,54.1819271805,37.6029206617,улица Первомайская,Советский район
418971645149244,Кофе_Культ_на_Красноармейском,54.19637,37.60386,Красноармейский проспект,Советский район
1613262528966092,Brow_bar_Be,54.19215,37.61799,улица Советская,Центральный район
508952742803524,Тульский_Пряник,54.2117805,37.6215581,улица Октябрьская,Зареченский район
145906129241197,Nail_LaB_ногтевая_студия,54.1865012704,37.6129496098,улица Пушкинская,Центральный район
1658679051066838,Синагога,54.19621,37.6069,Красноармейский проспект,Советский район
762566117259216,Фотостуди_Gallery_Тула,54.1851008,37.604436,улица Ф. Энгельса,Советский район
557783449,Богучаровские_бани,54.2,37.6167,улица Металлистов,Центральный район
20014623,кофейня_Де_Пари,54.1970307,37.6025009,Красноармейский проспект,Советский район
922280681252340,BARY_на_Красноармейском,54.19619,37.60488,Красноармейский проспект,Советский район
205917733521931,Ptizza_pasta_i_pizza,54.19824,37.61198,улица Советская,Центральный район
1012807326,Wedisson_свадебное_агентство,54.1910117421,37.6264679432,улица Советская,Центральный район
37443318,Bar_Book,54.1886044635,37.6126137144,проспект Ленина,Центральный район
498191029,Ресторан_Армения,54.19256256,37.61834585,улица Советская,Центральный район
